doc_id,filing_datetime,doc_type_name,doc_type_code_used,filer_name,filer_name_en,ticker,fiscal_year_end,accounting_standard,net_sales,operating_income,net_income,assets,liabilities,equity,operating_cash_flow,investing_cash_flow,financing_cash_flow,roe,equity_ratio
S100XFGZ,2026-01-20 09:07:00,Semi-Annual Report,160,ＳＯＭＰＯアセットマネジメント株式会社,SOMPO Asset Management Co.,,,,,-10258843.0,,,,,,,,,
S100X23T,2026-01-20 09:17:00,Semi-Annual Report,160,アモーヴァ・アセットマネジメント株式会社,,,,,,1435496.0,,,,,,,,,
S100XBE3,2026-01-20 09:20:00,Semi-Annual Report,160,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,,,,806803.0,,,,,,,,,
S100XBE6,2026-01-20 09:21:00,Semi-Annual Report,160,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,,,,59211353.0,,,,,,,,,
S100XB92,2026-01-20 09:32:00,Semi-Annual Report,160,ドイチェ・アセット・マネジメント株式会社,DEUTSCHE ASSET MANAGEMENT CO.,,,,,128258858.0,,,,,,,,,
S100XDEN,2026-01-20 09:49:00,Semi-Annual Report,160,大和アセットマネジメント株式会社,Daiwa Asset Management Co.,,,,,-14160208.0,,,,,,,,,
S100XAPY,2026-01-20 09:54:00,Semi-Annual Report,160,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,,,,58851611.0,,,,,,,,,
S100XDEP,2026-01-20 09:55:00,Semi-Annual Report,160,大和アセットマネジメント株式会社,Daiwa Asset Management Co.,,,,,931778760.0,,,,,,,,,
S100XAQ7,2026-01-20 09:55:00,Semi-Annual Report,160,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,,,,-1187691.0,,,,,,,,,
S100XDES,2026-01-20 09:59:00,Semi-Annual Report,160,大和アセットマネジメント株式会社,Daiwa Asset Management Co.,,,,,5684136.0,,,,,,,,,
S100XFIM,2026-01-14 16:14:00,Semi-Annual Report,160,ダイト株式会社,,,,,,1471000000.0,,,,,,,,,
S100X9PR,2026-01-21 09:00:00,Semi-Annual Report,160,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,,,,3533229.0,,,,,,,,,
S100X8FS,2026-01-21 09:00:00,Semi-Annual Report,160,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,,,,45302476.0,,,,,,,,,
S100XDEY,2026-01-21 09:00:00,Semi-Annual Report,160,大和アセットマネジメント株式会社,Daiwa Asset Management Co.,,,,,189316067.0,,,,,,,,,
S100XFVW,2026-01-21 09:00:00,Semi-Annual Report,160,フィデリティ投信株式会社,Fidelity Investment Trust (Japan) Limited,,,,,274625970.0,,,,,,,,,
S100X2H5,2026-01-21 09:01:00,Semi-Annual Report,160,あおぞら投信株式会社,,,,,,1705667902.0,,,,,,,,,
S100X9PF,2026-01-21 09:01:00,Semi-Annual Report,160,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,,,,101861116.0,,,,,,,,,
S100X2H8,2026-01-21 09:01:00,Semi-Annual Report,160,あおぞら投信株式会社,,,,,,622206300.0,,,,,,,,,
S100X77C,2026-01-21 09:02:00,Semi-Annual Report,160,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,,,,5909612238.0,,,,,,,,,
S100XFG4,2026-01-21 09:02:00,Semi-Annual Report,160,アセットマネジメントＯｎｅ株式会社,,,,,,75830499.0,,,,,,,,,
S100XC18,2026-01-21 09:02:00,Semi-Annual Report,160,ドイチェ・アセット・マネジメント株式会社,DEUTSCHE ASSET MANAGEMENT CO.,,,,,303720.0,,,,,,,,,
S100X2HE,2026-01-21 09:02:00,Semi-Annual Report,160,あおぞら投信株式会社,,,,,,864057837.0,,,,,,,,,
S100X92C,2026-01-21 09:03:00,Semi-Annual Report,160,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,,,,12566548.0,,,,,,,,,
S100X2HI,2026-01-21 09:04:00,Semi-Annual Report,160,あおぞら投信株式会社,,,,,,140907609.0,,,,,,,,,
S100X77V,2026-01-21 09:04:00,Semi-Annual Report,160,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,,,,426305204.0,,,,,,,,,
S100XFAQ,2026-01-21 09:04:00,Semi-Annual Report,160,ちばぎんアセットマネジメント株式会社,,,,,,2067957953.0,,,,,,,,,
S100XFEQ,2026-01-21 09:04:00,Semi-Annual Report,160,アセットマネジメントＯｎｅ株式会社,,,,,,786610.0,,,,,,,,,
S100X2HR,2026-01-21 09:05:00,Semi-Annual Report,160,あおぞら投信株式会社,,,,,,163667206.0,,,,,,,,,
S100XFSE,2026-01-21 09:05:00,Semi-Annual Report,160,三井住友トラスト・アセットマネジメント株式会社,Sumitomo Mitsui Trust Asset Management Co.,,,,,15070866293.0,,,,,,,,,
S100X2HV,2026-01-21 09:06:00,Semi-Annual Report,160,あおぞら投信株式会社,,,,,,571947659.0,,,,,,,,,
S100X2I0,2026-01-21 09:07:00,Semi-Annual Report,160,あおぞら投信株式会社,,,,,,571365041.0,,,,,,,,,
S100XFL4,2026-01-21 09:07:00,Semi-Annual Report,160,アセットマネジメントＯｎｅ株式会社,,,,,,1033951.0,,,,,,,,,
S100X2I5,2026-01-21 09:08:00,Semi-Annual Report,160,あおぞら投信株式会社,,,,,,198493315.0,,,,,,,,,
S100XFJJ,2026-01-21 09:08:00,Semi-Annual Report,160,ＢＮＹメロン・インベストメント・マネジメント・ジャパン株式会社,BNY Mellon Investment Management Japan Limited,,,,,3318898.0,,,,,,,,,
S100X2IA,2026-01-21 09:08:00,Semi-Annual Report,160,あおぞら投信株式会社,,,,,,740181919.0,,,,,,,,,
S100XFTN,2026-01-21 09:09:00,Semi-Annual Report,160,三井住友トラスト・アセットマネジメント株式会社,Sumitomo Mitsui Trust Asset Management Co.,,,,,488297554.0,,,,,,,,,
S100XFJL,2026-01-21 09:11:00,Semi-Annual Report,160,ＢＮＹメロン・インベストメント・マネジメント・ジャパン株式会社,BNY Mellon Investment Management Japan Limited,,,,,227205112.0,,,,,,,,,
S100X2LW,2026-01-21 09:14:00,Semi-Annual Report,160,楽天投信投資顧問株式会社,,,,,,48740560.0,,,,,,,,,
S100X2M3,2026-01-21 09:16:00,Semi-Annual Report,160,楽天投信投資顧問株式会社,,,,,,1153503.0,,,,,,,,,
S100X28M,2026-01-21 09:19:00,Semi-Annual Report,160,アモーヴァ・アセットマネジメント株式会社,,,,,,504717.0,,,,,,,,,
S100X28Q,2026-01-21 09:20:00,Semi-Annual Report,160,アモーヴァ・アセットマネジメント株式会社,,,,,,33338125695.0,,,,,,,,,
S100X28W,2026-01-21 09:22:00,Semi-Annual Report,160,アモーヴァ・アセットマネジメント株式会社,,,,,,61300844.0,,,,,,,,,
S100X58Y,2026-01-22 09:02:00,Semi-Annual Report,160,なかのアセットマネジメント株式会社,,,,,,47191191.0,,,,,,,,,
S100XE5J,2026-01-22 09:02:00,Semi-Annual Report,160,三井住友ＤＳアセットマネジメント株式会社,,,,,,9481451.0,,,,,,,,,
S100X591,2026-01-22 09:04:00,Semi-Annual Report,160,なかのアセットマネジメント株式会社,,,,,,60313143.0,,,,,,,,,
S100XCF4,2026-01-22 09:05:00,Semi-Annual Report,160,インベスコ・アセット・マネジメント株式会社,INVESCO ASSET MANAGEMENT CO.,,,,,33284277.0,,,,,,,,,
S100XDB4,2026-01-22 09:09:00,Semi-Annual Report,160,三井住友ＤＳアセットマネジメント株式会社,,,,,,130733282.0,,,,,,,,,
S100XCFC,2026-01-22 09:09:00,Semi-Annual Report,160,インベスコ・アセット・マネジメント株式会社,INVESCO ASSET MANAGEMENT CO.,,,,,201162606.0,,,,,,,,,
S100XDTU,2026-01-22 09:12:00,Semi-Annual Report,160,三井住友ＤＳアセットマネジメント株式会社,,,,,,41385659.0,,,,,,,,,
S100X7TC,2026-01-22 09:14:00,Semi-Annual Report,160,三井住友ＤＳアセットマネジメント株式会社,,,,,,-3715181.0,,,,,,,,,
S100XDTW,2026-01-22 09:18:00,Semi-Annual Report,160,三井住友ＤＳアセットマネジメント株式会社,,,,,,2900599.0,,,,,,,,,
S100XCAQ,2026-01-23 09:00:00,Semi-Annual Report,160,中銀アセットマネジメント株式会社,,,,,,6215846.0,,,,,,,,,
S100XA1R,2026-01-23 09:01:00,Semi-Annual Report,160,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,,,,455318575.0,,,,,,,,,
S100X92I,2026-01-23 09:01:00,Semi-Annual Report,160,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,,,,-96839121.0,,,,,,,,,
S100X9FY,2026-01-23 09:01:00,Semi-Annual Report,160,明治安田アセットマネジメント株式会社,Meiji Yasuda Asset Management Company Ltd.,,,,,8261366.0,,,,,,,,,
S100XG83,2026-01-23 09:02:00,Semi-Annual Report,160,アセットマネジメントＯｎｅ株式会社,,,,,,90546118.0,,,,,,,,,
S100X292,2026-01-23 09:02:00,Semi-Annual Report,160,アモーヴァ・アセットマネジメント株式会社,,,,,,8509569.0,,,,,,,,,
S100X298,2026-01-23 09:04:00,Semi-Annual Report,160,アモーヴァ・アセットマネジメント株式会社,,,,,,572296534.0,,,,,,,,,
S100X8Z0,2026-01-23 09:04:00,Semi-Annual Report,160,明治安田アセットマネジメント株式会社,Meiji Yasuda Asset Management Company Ltd.,,,,,-1871249622.0,,,,,,,,,
S100XA9B,2026-01-23 09:05:00,Semi-Annual Report,160,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,,,,1009359904.0,,,,,,,,,
S100X2J8,2026-01-23 09:06:00,Semi-Annual Report,160,シュローダー・インベストメント・マネジメント株式会社,Schroder Investment Management (Japan) Limited,,,,,-245024798.0,,,,,,,,,
S100XG7K,2026-01-23 09:07:00,Semi-Annual Report,160,アセットマネジメントＯｎｅ株式会社,,,,,,13312728.0,,,,,,,,,
S100XAL9,2026-01-23 09:08:00,Semi-Annual Report,160,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,,,,996520806.0,,,,,,,,,
S100XAPR,2026-01-23 09:08:00,Semi-Annual Report,160,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,,,,52616582381.0,,,,,,,,,
S100WYR2,2026-01-23 09:08:00,Semi-Annual Report,160,ＳＢＩ岡三アセットマネジメント株式会社,SBI Okasan Asset Management Co.,,,,,5165952.0,,,,,,,,,
S100X2JJ,2026-01-23 09:08:00,Semi-Annual Report,160,シュローダー・インベストメント・マネジメント株式会社,Schroder Investment Management (Japan) Limited,,,,,-42857352.0,,,,,,,,,
S100X811,2026-01-23 09:09:00,Semi-Annual Report,160,三井住友トラスト・アセットマネジメント株式会社,Sumitomo Mitsui Trust Asset Management Co.,,,,,-836645609.0,,,,,,,,,
S100XAQF,2026-01-23 09:09:00,Semi-Annual Report,160,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,,,,5455.0,,,,,,,,,
S100XEIQ,2026-01-23 09:09:00,Semi-Annual Report,160,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,,,,50639094.0,,,,,,,,,
S100XB5Y,2026-01-23 09:11:00,Semi-Annual Report,160,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,,,,591008408490.0,,,,,,,,,
S100XAW6,2026-01-23 09:11:00,Semi-Annual Report,160,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,,,,-79287524.0,,,,,,,,,
S100X8IP,2026-01-23 09:13:00,Semi-Annual Report,160,ＳＢＩアセットマネジメント株式会社,SBI Asset Management Co.,,,,,80970701.0,,,,,,,,,
S100XB47,2026-01-23 09:14:00,Semi-Annual Report,160,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,,,,-1952505433.0,,,,,,,,,
S100XAOV,2026-01-23 09:15:00,Semi-Annual Report,160,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,,,,358246087446.0,,,,,,,,,
S100XBEM,2026-01-23 09:17:00,Semi-Annual Report,160,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,,,,78276891350.0,,,,,,,,,
S100XG4S,2026-01-23 09:18:00,Semi-Annual Report,160,ＳＢＩアセットマネジメント株式会社,SBI Asset Management Co.,,,,,-476370.0,,,,,,,,,
S100XBER,2026-01-23 09:20:00,Semi-Annual Report,160,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,,,,3305791327.0,,,,,,,,,
S100XAW8,2026-01-23 09:20:00,Semi-Annual Report,160,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,,,,13688734310.0,,,,,,,,,
S100XFZ5,2026-01-23 09:23:00,Semi-Annual Report,160,ティー・ロウ・プライス・ジャパン株式会社,,,,,,33316574.0,,,,,,,,,
S100XFHU,2026-01-23 09:23:00,Semi-Annual Report,160,ニッセイアセットマネジメント株式会社,Nissay Asset Management Corporation,,,,,6399623.0,,,,,,,,,
S100XAW9,2026-01-23 09:27:00,Semi-Annual Report,160,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,,,,14429844942.0,,,,,,,,,
S100XAWA,2026-01-23 09:33:00,Semi-Annual Report,160,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,,,,-805232245.0,,,,,,,,,
S100XG3Y,2026-01-23 09:33:00,Semi-Annual Report,160,アセットマネジメントＯｎｅ株式会社,,,,,,40551203.0,,,,,,,,,
S100XAWC,2026-01-23 09:42:00,Semi-Annual Report,160,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,,,,5011074064.0,,,,,,,,,
S100XF6M,2026-01-23 09:44:00,Semi-Annual Report,160,ニッセイアセットマネジメント株式会社,Nissay Asset Management Corporation,,,,,635978415.0,,,,,,,,,
S100XBEG,2026-01-23 09:44:00,Semi-Annual Report,160,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,,,,264507816.0,,,,,,,,,
S100XAWE,2026-01-23 09:49:00,Semi-Annual Report,160,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,,,,1385832629.0,,,,,,,,,
S100XDNV,2026-01-23 09:52:00,Semi-Annual Report,160,ニッセイアセットマネジメント株式会社,Nissay Asset Management Corporation,,,,,582776342.0,,,,,,,,,
S100XBG2,2026-01-23 09:52:00,Semi-Annual Report,160,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,,,,246985116.0,,,,,,,,,
S100XBGU,2026-01-23 09:55:00,Semi-Annual Report,160,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,,,,62281967.0,,,,,,,,,
S100XBGY,2026-01-23 09:56:00,Semi-Annual Report,160,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,,,,3204673387.0,,,,,,,,,
S100XEYG,2026-01-23 09:58:00,Semi-Annual Report,160,ニッセイアセットマネジメント株式会社,Nissay Asset Management Corporation,,,,,228470110.0,,,,,,,,,
S100XH5T,2026-01-23 11:24:00,Semi-Annual Report Amendment,170,三光産業株式会社,,7922.T,,,,,,,,,,,,,
S100XGYI,2026-01-23 14:30:00,Semi-Annual Report Amendment,170,サイボー株式会社,,3123.T,,,,,,,,,,,,,
S100XGX9,2026-01-23 14:41:00,Semi-Annual Report Amendment,170,サイボー株式会社,,3123.T,,,,,,,,,,,,,
S100X8JC,2026-01-26 09:04:00,Semi-Annual Report,160,スパークス・アセット・マネジメント株式会社,,,,,,102275516.0,,,,,,,,,
S100X92X,2026-01-27 09:00:00,Semi-Annual Report,160,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,,,,862078287.0,,,,,,,,,
S100XGTR,2026-01-27 09:00:00,Semi-Annual Report,160,フィデリティ投信株式会社,Fidelity Investment Trust (Japan) Limited,,,,,1647067.0,,,,,,,,,
S100X932,2026-01-27 09:02:00,Semi-Annual Report,160,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,,,,363724225.0,,,,,,,,,
S100X72Y,2026-01-27 09:02:00,Semi-Annual Report,160,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,,,,5918889049.0,,,,,,,,,
S100X7V9,2026-01-27 09:03:00,Semi-Annual Report,160,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,,,,2148002942.0,,,,,,,,,
S100X730,2026-01-27 09:06:00,Semi-Annual Report,160,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,,,,639411639.0,,,,,,,,,
S100X7VH,2026-01-27 09:06:00,Semi-Annual Report,160,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,,,,759629611.0,,,,,,,,,
S100XHIV,2026-01-27 09:51:00,Semi-Annual Report,160,尾道ゴルフ観光株式会社,Onomichi Golf Tourism Co.,,,,,-14957000.0,,,,,,,,,
S100XHLJ,2026-01-27 12:07:00,Semi-Annual Report Amendment,170,株式会社京進,,4735.T,,,,,,,,,,,,,
S100XHMH,2026-01-27 13:59:00,Semi-Annual Report Amendment,170,株式会社アクアライン,,6173.T,,,,,,,,,,,,,
S100XHMN,2026-01-27 14:07:00,Semi-Annual Report Amendment,170,株式会社アクアライン,,6173.T,,,,,,,,,,,,,
S100XAK5,2026-01-28 09:00:00,Semi-Annual Report,160,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,,,,-48206035.0,,,,,,,,,
S100X938,2026-01-28 09:00:00,Semi-Annual Report,160,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,,,,6107239.0,,,,,,,,,
S100XGPV,2026-01-28 09:00:00,Semi-Annual Report,160,アセットマネジメントＯｎｅ株式会社,,,,,,75420718.0,,,,,,,,,
S100X7W0,2026-01-28 09:01:00,Semi-Annual Report,160,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,,,,18539525.0,,,,,,,,,
S100X6PH,2026-01-28 09:01:00,Semi-Annual Report,160,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,,,,6265795.0,,,,,,,,,
S100XGPD,2026-01-28 09:01:00,Semi-Annual Report,160,アセットマネジメントＯｎｅ株式会社,,,,,,57120100.0,,,,,,,,,
S100XCGI,2026-01-28 09:03:00,Semi-Annual Report,160,三井住友トラスト・アセットマネジメント株式会社,Sumitomo Mitsui Trust Asset Management Co.,,,,,23638051.0,,,,,,,,,
S100X93U,2026-01-28 09:03:00,Semi-Annual Report,160,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,,,,313386823.0,,,,,,,,,
S100XBD9,2026-01-28 09:03:00,Semi-Annual Report,160,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,,,,-3091413.0,,,,,,,,,
S100XFVQ,2026-01-28 09:04:00,Semi-Annual Report,160,三井住友トラスト・アセットマネジメント株式会社,Sumitomo Mitsui Trust Asset Management Co.,,,,,267949567.0,,,,,,,,,
S100XH02,2026-01-28 09:10:00,Semi-Annual Report,160,フィデリティ投信株式会社,Fidelity Investment Trust (Japan) Limited,,,,,-125207501.0,,,,,,,,,
S100XFBV,2026-01-28 09:13:00,Semi-Annual Report,160,三井住友トラスト・アセットマネジメント株式会社,Sumitomo Mitsui Trust Asset Management Co.,,,,,6192557893.0,,,,,,,,,
S100XHJ6,2026-01-28 09:06:00,Semi-Annual Report Amendment,170,ＴＯＲＡＮＯＴＥＣ投信投資顧問株式会社,TORANOTEC Investment Management Co.,,,,,,,,,,,,,,
S100XHJE,2026-01-28 09:09:00,Semi-Annual Report Amendment,170,ＴＯＲＡＮＯＴＥＣ投信投資顧問株式会社,TORANOTEC Investment Management Co.,,,,,,,,,,,,,,
S100XHJO,2026-01-28 09:13:00,Semi-Annual Report Amendment,170,ＴＯＲＡＮＯＴＥＣ投信投資顧問株式会社,TORANOTEC Investment Management Co.,,,,,,,,,,,,,,
S100XHUS,2026-01-28 13:10:00,Semi-Annual Report Amendment,170,株式会社ビーアンドピー,,7804.T,,,,,,,,,,,,,
S100XAK7,2026-01-29 09:00:00,Semi-Annual Report,160,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,,,,13455749.0,,,,,,,,,
S100X93F,2026-01-29 09:00:00,Semi-Annual Report,160,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,,,,74612075.0,,,,,,,,,
S100X7W7,2026-01-29 09:01:00,Semi-Annual Report,160,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,,,,46804034.0,,,,,,,,,
S100X93Q,2026-01-29 09:02:00,Semi-Annual Report,160,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,,,,7299771.0,,,,,,,,,
S100VQYI,2025-05-14 09:04:00,Semi-Annual Report,160,株式会社アイナボホールディングス,,,,,,1570268000.0,,,,,,,,,
S100XAKH,2026-01-29 09:05:00,Semi-Annual Report,160,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,,,,722692.0,,,,,,,,,
S100XBCZ,2026-01-29 09:06:00,Semi-Annual Report,160,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,,,,5637445.0,,,,,,,,,
S100XH5Y,2026-01-29 09:23:00,Semi-Annual Report,160,アライアンス・バーンスタイン株式会社,AllianceBernstein Japan Ltd.,,,,,-2248124.0,,,,,,,,,
S100XI2R,2026-01-29 11:02:00,Semi-Annual Report,160,トークン合同会社,,,,,,13084000.0,,,,,,,,,
S100XI6Z,2026-01-29 15:10:00,Semi-Annual Report,160,株式会社東京クラシック,,,,,,140394000.0,,,,,,,,,
S100XHXR,2026-01-29 16:08:00,Semi-Annual Report,160,株式会社キングジム,,,,,,18514000.0,,,,,,,,,
S100X733,2026-01-30 09:02:00,Semi-Annual Report,160,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,,,,429087670.0,,,,,,,,,
S100XGEJ,2026-01-30 09:03:00,Semi-Annual Report,160,大和アセットマネジメント株式会社,Daiwa Asset Management Co.,,,,,494750.0,,,,,,,,,
S100XGWK,2026-01-30 09:04:00,Semi-Annual Report,160,ブラックロック・ジャパン株式会社,,,,,,238835818.0,,,,,,,,,
S100XGWD,2026-01-30 09:06:00,Semi-Annual Report,160,ブラックロック・ジャパン株式会社,,,,,,396544856.0,,,,,,,,,
S100X736,2026-01-30 09:07:00,Semi-Annual Report,160,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,,,,15363899945.0,,,,,,,,,
S100XG8W,2026-01-30 09:08:00,Semi-Annual Report,160,大和アセットマネジメント株式会社,Daiwa Asset Management Co.,,,,,876919.0,,,,,,,,,
S100XGWB,2026-01-30 09:08:00,Semi-Annual Report,160,ブラックロック・ジャパン株式会社,,,,,,4776295341.0,,,,,,,,,
S100XHSB,2026-01-30 09:09:00,Semi-Annual Report,160,新潟運輸株式会社,,,,,,595705000.0,,,,,,,,,
S100XGWN,2026-01-30 09:10:00,Semi-Annual Report,160,ブラックロック・ジャパン株式会社,,,,,,1524362561.0,,,,,,,,,
S100XHA8,2026-01-30 09:12:00,Semi-Annual Report,160,大和アセットマネジメント株式会社,Daiwa Asset Management Co.,,,,,152355.0,,,,,,,,,
S100XGWP,2026-01-30 09:13:00,Semi-Annual Report,160,ブラックロック・ジャパン株式会社,,,,,,318794242.0,,,,,,,,,
S100XGW8,2026-01-30 09:14:00,Semi-Annual Report,160,ブラックロック・ジャパン株式会社,,,,,,81047660.0,,,,,,,,,
S100XHA9,2026-01-30 09:17:00,Semi-Annual Report,160,大和アセットマネジメント株式会社,Daiwa Asset Management Co.,,,,,-63379.0,,,,,,,,,
S100XHA2,2026-01-30 09:22:00,Semi-Annual Report,160,大和アセットマネジメント株式会社,Daiwa Asset Management Co.,,,,,32884491.0,,,,,,,,,
S100XG8Z,2026-01-30 09:25:00,Semi-Annual Report,160,大和アセットマネジメント株式会社,Daiwa Asset Management Co.,,,,,12024135.0,,,,,,,,,
S100XG92,2026-01-30 09:32:00,Semi-Annual Report,160,大和アセットマネジメント株式会社,Daiwa Asset Management Co.,,,,,1221112.0,,,,,,,,,
S100XHA4,2026-01-30 09:37:00,Semi-Annual Report,160,大和アセットマネジメント株式会社,Daiwa Asset Management Co.,,,,,34366.0,,,,,,,,,
S100XG95,2026-01-30 09:42:00,Semi-Annual Report,160,大和アセットマネジメント株式会社,Daiwa Asset Management Co.,,,,,-1945406.0,,,,,,,,,
S100XHPZ,2026-01-30 11:09:00,Semi-Annual Report,160,株式会社涼仙,,,,,,47054000.0,,,,,,,,,
S100XHJF,2026-01-30 11:17:00,Semi-Annual Report,160,株式会社中山カントリークラブ,Nakayama Country Club Co.,,,,,23212000.0,,,,,,,,,
S100XI5W,2026-01-30 11:28:00,Semi-Annual Report,160,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ株式会社,,,,,,4596000000.0,,,,,,,,,
S100XIIH,2026-01-30 15:33:00,Semi-Annual Report Amendment,170,TREホールディングス株式会社,,9247.T,,,,,,,,,,,,,
S100XI6R,2026-01-30 15:49:00,Semi-Annual Report Amendment,170,株式会社タケエイ,,2151.T,,,,,,,,,,,,,
